backend;bi;big_data;c_skills;cloud_skills;css_skills;data_skills;deep_learning;embarque_skills;frontend;git_skills;java_skills;machine_learning;math_skills;matlab_skills;mobile_skills;multimedia_skills;networking;nosql_skills;other_skills;php_skills;po_skills;python;r_skills;robo_skills;scrum_skills;sql_skills;sys_skills;teck_skills;virtualisation;web_scraping;bac;eng;licence;master;other;phd;prep
0.0;0.0;0.0;0.0;0.0;0.0;0.665514885554616;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5847448207140811;0.0;0.0;0.4638571242885934;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;0;1;1;0;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.31274344919331276;0.0;0.0;0.0;0.0;0.0;0.0;0.3925647731590048;0.0;0.0;0.6228151505546289;0.0;0.0;0.0;0.6001547484615145;0.0;0.0;0.0;0.0;1;1;0;0;0;0;0
0.0;0.0;0.0;0.5241969931220842;0.0;0.0;0.4385023582521384;0.0;0.0;0.5395173719836157;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38528361787905613;0.0;0.0;0.30563169556019054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;1;1;0;0;0
0.3793393300060921;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26027618100386474;0.0;0.0;0.1480765993386828;0.0;0.0;0.0;0.3793393300060921;0.0;0.0;0.5576103043515627;0.0;0.0;0.2948881895004411;0.0;0.0;0.0;0.28415902701837914;0.0;0.0;0.3793393300060921;0.0;1;0;0;1;1;0;0
0.0;0.6416609976902223;0.4449856253654337;0.0;0.0;0.0;0.22980103591106904;0.0;0.0;0.0;0.0;0.0;0.0;0.2542985950567042;0.0;0.0;0.0;0.0;0.4254757868266097;0.10095564236083536;0.0;0.28558882822599496;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;1;1;0;0;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2662604697496803;0.0;0.6045543566908391;0.0;0.0;0.0;0.0;0.16710898530105533;0.0;0.0;0.0;0.0;0.0;0.0;0.5109539005854289;0.5240420694591157;0.0;0.0;0.0;0;0;0;1;0;0;1
0.0;0.0;0.0;0.46573157774963525;0.0;0.0;0.0;0.3820364373877961;0.0;0.0;0.0;0.0;0.2727084526286586;0.4311268507918394;0.0;0.0;0.0;0.0;0.0;0.17115583415232363;0.0;0.0;0.27154358695528136;0.0;0.0;0.0;0.5233275811622694;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0
0.0;0.0;0.5273672028027315;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3812717425003261;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7592863042217921;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;1;1;0;0;0
0.0;0.0;0.594540435604523;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4298361116601946;0.6795311527399085;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;0;2;1;0;0
0.0;0.0;0.717763418008759;0.0;0.0;0.0;0.3706698994198458;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16284181510060053;0.0;0.0;0.25835315984246543;0.5041385617929066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0;0
0.0;0.0;0.5001136082757898;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4764034572232623;0.7231363113294016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0
0.6302269138471724;0.0;0.0;0.0;0.0;0.0;0.0;0.3446368342733284;0.0;0.0;0.0;0.0;0.24601155438510316;0.0;0.0;0.0;0.0;0.0;0.0;0.1544004683244173;0.0;0.0;0.24496072368222208;0.0;0.0;0.5828143305273431;0.0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0
0.0;0.5829149243770564;0.40424579815897616;0.0;0.0;0.0;0.41752406317997787;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5678637004378646;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;1;1;0;0
0.0;0.0;0.0;0.0;0.0;0.0;0.43306003771940316;0.0;0.0;0.0;0.0;0.0;0.0;0.4792256863884006;0.0;0.0;0.0;0.0;0.0;0.38050180335731065;0.0;0.0;0.30183845335544623;0.5889937783660044;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;0;0;1;0;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3660352548152558;0.0;0.0;0.0;0.0;0.26128635433504305;0.0;0.0;0.0;0.0;0.7889815642537265;0.0;0.32797431467758065;0.0;0.0;0.2601702777992665;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;1
0.0;0.0;0.0;0.5858214199690155;0.0;0.0;0.0;0.0;0.4536652636788979;0.0;0.0;0.0;0.0;0.0;0.38942768852620213;0.0;0.0;0.0;0.0;0.4305774338238936;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.337565166045628;0.0;0.0;0.0;0;1;0;1;1;1;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.39326462166957754;0.0;0.0;0.0;0.0;0.2807234492668088;0.44379781946334634;0.0;0.0;0.0;0.0;0.0;0.5285584916299244;0.0;0.0;0.0;0.0;0.0;0.0;0.5387083614909906;0.0;0.0;0.0;0.0;0;0;0;2;0;0;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8950938064743953;0.4458778729777671;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;0;0;0;0;0
0.0;0.0;0.0;0.0;0.0;0.0;0.3856935286392493;0.0;0.0;0.0;0.0;0.0;0.26997767826521724;0.4268097489925171;0.0;0.0;0.0;0.0;0.0;0.3388839200295102;0.0;0.0;0.2688244770095984;0.0;0.0;0.6395913403691615;0.0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0
0.0;0.0;0.0;0.0;0.0;0.0;0.48456947036752146;0.0;0.0;0.0;0.0;0.0;0.16959441999141248;0.0;0.0;0.0;0.0;0.5121081470712772;0.0;0.0;0.0;0.0;0.1688700027012989;0.0;0.0;0.0;0.0;0.6675764592811841;0.0;0.0;0.0;1;0;0;1;0;0;0
0.0;0.0;0.9106398853812036;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.41320091862544156;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;1;1;0;0;0
0.0;0.0;0.0;0.0;0.0;0.0;0.44438888257409587;0.0;0.0;0.0;0.0;0.0;0.31106324025582743;0.0;0.0;0.0;0.0;0.0;0.0;0.7809114509935192;0.0;0.0;0.3097345433000462;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5959485631098864;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8030226087273394;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;0;0;0;0
0.0;0.0;0.3249509575390958;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23493045670954418;0.0;0.0;0.0;0.0;0.0;0.0;0.294891617024142;0.0;0.4171027462664382;0.23392695857072987;0.0;0.0;0.5565626264582757;0.0;0.4623797247439227;0.0;0.0;0.0;0;1;1;0;1;0;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11359256163904762;0.0;0.0;0.0;0.0;0.0;0.0;0.3564618084519777;0.0;0.0;0.11310735454506549;0.0;0.0;0.0;0.21798415101395963;0.8942714047256374;0.0;0.0;0.0;0;2;0;0;1;0;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.570140467933482;0.0;0.0;0.0;0.0;0.0;0.6434016245409576;0.0;0.0;0.0;0.0;0.0;0.5108563363242612;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7512053489465773;0.0;0.0;0.427376539213114;0.0;0.0;0.0;0.0;0.0;0.0;0.268227799179213;0.0;0.0;0.4255510136185186;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;0;0;0;0;1
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7797799851309007;0.0;0.0;0.44363325136093773;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4417382857260339;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;1;0;0;0;0
0.0;0.0;0.36996732957669803;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7074931488967282;0.16787189194826424;0.0;0.0;0.26633351947577905;0.0;0.0;0.0;0.5132865706478535;0.0;0.0;0.0;0.0;0;1;1;1;0;0;0
0.0;0.0;0.0;0.6843112219223101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5279603480609297;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5029672180436581;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.47806605803273705;0.0;0.0;0.3008831245441743;0.0;0.22750474768292336;0.0;0.0;0.0;0.0;0.0;0.0;0.5711412974251555;0.0;0.20195945722891312;0.11326648411462756;0.221023046266228;0.0;0.0;0.0;0.4477647729669277;0.0;0.0;0.0;0;1;0;0;2;0;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4374303412390008;0.0;0.0;0.0;0.0;0.31225019348357247;0.0;0.0;0.0;0.0;0.0;0.0;0.7838912481774536;0.0;0.0;0.3109164264939966;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;0;0;2;0;0
0.0;0.0;0.0;0.0;0.0;0.0;0.6032677276613779;0.0;0.0;0.0;0.0;0.0;0.42227522214584073;0.0;0.0;0.0;0.0;0.0;0.0;0.5300522751793418;0.0;0.0;0.4204714866684324;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4522042119729171;0.0;0.5673831179912642;0.0;0.0;0.3227962017510834;0.0;0.0;0.0;0.0;0.0;0.0;0.6077749256324566;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6351718347554625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6051034171031575;0.0;0.0;0.4800068696836135;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;0;1;0;0;1
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.745772269951246;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3552340675669392;0.0;0.0;0.5635889269774675;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;0;0;3;0;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24437311662518182;0.3863313042675004;0.0;0.0;0.0;0.0;0.0;0.3067443213968838;0.0;0.0;0.24332928445823204;0.0;0.0;0.0;0.4689520650783893;0.0;0.0;0.0;0.6463842854590384;0;0;0;2;0;1;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7045122330786756;0.0;0.0;0.0;0.0;0.5029008286605489;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5007527034126038;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;1;0;0;0;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5353663398104764;0.0;0.0;0.0;0.0;0.38215968905338643;0.604159136444239;0.0;0.0;0.0;0.0;0.0;0.23984903925361947;0.0;0.0;0.3805273058278727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;1;0;0;0;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6824529981775834;0.5179502124462448;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5157378042235388;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;2;0;0
0.0;0.0;0.0;0.0;0.0;0.0;0.37201961117701904;0.36480226650475467;0.0;0.0;0.0;0.0;0.2604062122821931;0.0;0.0;0.0;0.0;0.0;0.0;0.49030430174046613;0.6483139760581512;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9400606818805727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3410072057629175;0.0;0.0;0.0;0.0;0;1;1;0;0;0;0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9028114474003653;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4300366152350953;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;1
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7960854145062244;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5349803703592898;0.0;0.0;0.28292051205363333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;0;0;0;0;1
0.0;0.0;0.6627461331488911;0.0;0.0;0.0;0.3422576803882103;0.33561773031064296;0.0;0.0;0.0;0.0;0.23957346198067558;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2385501313892566;0.46549583611603745;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;1
0.0;0.0;0.0;0.0;0.0;0.0;0.14857259692881256;0.0;0.0;0.0;0.0;0.0;0.1039978163859525;0.16441093275812846;0.0;0.0;0.2664192868159551;0.0;0.0;0.91378781914449;0.0;0.1846409164135053;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;1;1;0;0
